JaipurFinalCleanData,,,,,,,,,,,,,,,,
date,mean_temperature,max_temperature,min_temperature,Mean_dew_pt,mean_pressure,max_humidity,min_humidity,max_dew_pt_1,max_dew_pt_2,min_dew_pt_1,min_dew_pt_2,max_pressure_1,max_pressure_2,min_pressure_1,min_pressure_2,rainfall
12/29/17,18,25,10,3,1017.33,75,12,10,7,0,1,1020,1021,1015,1016,0
12/30/17,16,24,9,4,1017.63,66,11,8,10,-1,0,1020,1020,1015,1015,0
12/31/17,16,22,9,5,1017.87,67,18,7,8,2,-1,1021,1020,1015,1015,0
1/1/18,16,23,8,5,1016.41,67,22,8,7,2,2,1019,1021,1013,1015,0
1/2/18,14,22,7,4,1014.17,87,16,9,8,-4,2,1017,1019,1012,1013,0
1/3/18,14,23,6,4,1014.83,93,21,9,9,1,-4,1017,1017,1004,1012,0
1/4/18,16,22,10,2,1016.09,81,13,6,9,-3,1,1019,1017,1014,1004,0
1/5/18,15,23,7,2,1015.52,70,17,6,6,-2,-3,1018,1019,1013,1014,0
1/6/18,16,24,8,4,1014.7,76,15,7,6,0,-2,1017,1018,1013,1013,0
1/7/18,14,22,7,6,1014.48,93,23,8,7,2,0,1016,1017,1012,1013,0
1/8/18,15,23,7,1,1015.68,67,12,6,8,-4,2,1018,1016,1014,1012,0
1/9/18,15,24,6,0,1017.44,66,8,4,6,-6,-4,1020,1018,1016,1014,0
1/10/18,16,24,7,1,1019.72,66,12,6,4,-2,-6,1022,1020,1018,1016,0
1/11/18,16,24,8,0,1019.8,71,12,6,6,-6,-2,1022,1022,1017,1018,0
1/12/18,16,24,9,-2,1018.5,62,8,4,6,-6,-6,1021,1022,1016,1017,0
1/13/18,19,26,12,0,1017,48,10,5,4,-4,-6,1019,1021,1015,1016,0
1/14/18,18,26,10,3,1016.69,51,12,7,5,0,-4,1019,1019,1013,1015,0
1/15/18,16,25,8,3,1016.75,66,12,6,7,1,0,1019,1019,1014,1013,0
1/16/18,16,26,7,-1,1017.23,66,6,6,6,-9,1,1020,1019,1014,1014,0
1/17/18,18,26,10,-3,1014.85,53,8,8,6,-11,-9,1018,1020,1012,1014,0
1/18/18,20,27,12,1,1014.38,44,12,7,8,-10,-11,1017,1018,1012,1012,0
1/19/18,19,27,11,6,1015.9,55,15,9,7,4,-10,1018,1017,1012,1012,0
1/20/18,17,24,10,6,1016.6,72,11,11,9,2,4,1019,1018,1014,1012,0
1/21/18,16,25,8,3,1016.33,88,9,10,11,-9,2,1019,1019,1013,1014,0
1/22/18,18,25,10,2,1014.96,58,12,6,10,-2,-9,1018,1019,1012,1013,0
1/23/18,18,24,12,6,1012.95,58,21,10,6,4,-2,1016,1018,1009,1012,0
1/24/18,16,21,10,6,1010.57,72,11,11,10,-2,4,1013,1016,1008,1009,2
1/25/18,15,23,7,7,1013.95,100,26,11,11,3,-2,1016,1013,1010,1008,0
1/26/18,16,25,8,6,1013.74,100,13,11,11,-3,3,1016,1016,1011,1010,0
1/27/18,17,25,9,2,1013.95,82,8,7,11,-5,-3,1016,1016,1011,1011,0
1/28/18,18,26,9,5,1014.11,88,8,11,7,-3,-5,1016,1016,1011,1011,0
1/29/18,18,27,10,5,1014.88,82,14,9,11,-1,-3,1018,1016,1012,1011,0
1/30/18,20,29,11,4,1016.74,67,12,9,9,-1,-1,1020,1018,1014,1012,0
1/31/18,22,28,16,3,1017.14,68,9,9,9,-3,-1,1020,1020,1013,1014,0
2/1/18,20,29,12,3,1016.22,45,9,5,9,-1,-3,1019,1020,1013,1013,0
2/2/18,20,28,13,3,1015.6,59,9,8,5,-1,-1,1019,1019,1012,1013,0
2/3/18,20,26,15,5,1013.25,55,11,9,8,1,-1,1015,1019,1010,1012,0
2/4/18,18,25,11,2,1015.7,63,10,10,9,-3,1,1018,1015,1013,1010,0
2/5/18,17,24,10,-1,1016.81,51,7,3,10,-8,-3,1020,1018,1014,1013,0
2/6/18,18,23,14,0,1018.47,47,11,2,3,-3,-8,1021,1020,1016,1014,0
2/7/18,18,25,11,-2,1018.53,39,9,3,2,-7,-3,1021,1021,1016,1016,0
2/8/18,18,25,10,-3,1015.73,49,7,5,3,-10,-7,1018,1021,1012,1016,0
2/9/18,18,26,10,-1,1014.17,44,10,3,5,-2,-10,1017,1018,1011,1012,0
2/10/18,18,26,11,-1,1014.36,50,9,3,3,-7,-2,1017,1017,1010,1011,0
2/11/18,19,23,15,1,1015.86,41,11,5,3,-2,-7,1019,1017,1013,1010,0
2/12/18,18,25,12,5,1014.7,55,18,8,5,2,-2,1017,1019,1012,1013,0
2/13/18,19,25,13,7,1016.98,94,12,15,8,0,2,1021,1017,1014,1012,0
2/14/18,18,24,11,8,1022.53,100,12,14,15,-1,0,1025,1021,1020,1014,0
2/15/18,18,26,11,3,1023.43,54,16,6,14,-4,-1,1026,1025,1020,1020,0
2/16/18,22,27,16,5,1021.68,67,16,8,6,4,-4,1024,1026,1018,1020,0
2/17/18,22,29,16,6,1019.24,63,13,10,8,2,4,1023,1024,1015,1018,0
2/18/18,21,29,13,5,1014.3,55,8,10,10,-1,2,1017,1023,1010,1015,0
2/19/18,22,29,14,4,1013,67,7,9,10,-3,-1,1015,1017,1010,1010,0
2/20/18,23,31,15,5,1014.55,55,11,8,9,2,-3,1017,1015,1012,1010,0
2/21/18,24,33,15,4,1014.24,48,10,10,8,0,2,1017,1017,1011,1012,0
2/22/18,25,33,17,7,1012.06,56,12,14,10,3,0,1015,1017,1008,1011,0
2/23/18,25,33,17,7,1010.97,52,9,12,14,3,3,1014,1015,1007,1008,0
2/24/18,26,33,18,6,1010.82,59,7,12,12,0,3,1013,1014,1007,1007,0
2/25/18,25,30,20,7,1013,52,15,11,12,3,0,1015,1013,1009,1007,0
2/26/18,22,31,14,6,1016.37,46,9,13,11,-1,3,1020,1015,1013,1009,0
2/27/18,24,32,16,7,1015.75,63,10,13,13,3,-1,1018,1020,1011,1013,0
2/28/18,25,32,18,8,1014.42,52,13,13,13,6,3,1017,1018,1010,1011,0
3/1/18,27,34,20,10,1014.07,64,20,14,13,7,6,1017,1017,1010,1010,0
3/2/18,26,33,20,10,1012.18,57,12,16,14,5,7,1015,1017,1008,1010,0
3/3/18,26,34,19,6,1011.18,53,11,12,16,3,5,1014,1015,1007,1008,0
3/4/18,25,32,18,4,1009.23,49,5,9,12,-3,3,1017,1014,1005,1007,0
3/5/18,23,30,16,8,1010.19,49,16,11,9,2,-3,1018,1017,1007,1005,0
3/6/18,22,29,15,7,1013.96,100,11,13,11,0,2,1017,1018,1011,1007,0
3/7/18,24,32,15,4,1015.39,48,6,9,13,-3,0,1018,1017,1012,1011,0
3/8/18,24,32,15,2,1014.07,55,5,8,9,-6,-3,1017,1018,1011,1012,0
3/9/18,26,33,19,1,1014.41,42,7,5,8,-5,-6,1017,1017,1011,1011,0
3/10/18,26,34,19,3,1014.16,37,8,6,5,-1,-5,1017,1017,1009,1011,0
3/11/18,26,34,18,4,1013.76,38,6,8,6,0,-1,1017,1017,1009,1009,0
